response_id,source,object,original_translated,text,utility_rater02,cluster,center_dist,number_words,cluster_response
5200,additional,belt,fishing pole,fishing pole,2,82,0.2687821984291076,2,fishing rod
5203,additional,belt,fishing line,fishing line,2,82,0.290080726,2,fishing rod
5201,additional,belt,fishing stick,fishing stick,2,82,0.2909736037254333,2,fishing rod
299,additional,belt,Fishing net,fishing net,1,82,0.325111985,2,fishing rod
5202,additional,belt,ice fishing rod,ice fishing rod,2,82,0.3463066816329956,3,fishing rod
3683,additional,belt,go fishing,go fishing,1,82,0.3720057606697082,2,fishing rod
194,additional,belt,Fishing line for a whale,fishing line whale,1,82,0.4082220196723938,3,fishing rod
4000,additional,belt,fly plane,fly plane,1,83,0.2875905632972717,2,fly plane
3666,additional,belt,fly airplane,fly airplane,1,83,0.3110752999782562,2,fly plane
3270,additional,belt,fly,fly,1,83,0.3370352387428283,1,fly plane
3989,additional,belt,fly to space,fly space,1,83,0.3660996556282043,2,fly plane
4246,additional,belt,fly helicopter,fly helicopter,1,83,0.3852097690105438,2,fly plane
3689,additional,belt,go skydiving,go skydiving,1,83,0.4270217418670654,2,fly plane
3321,additional,belt,control drone,control drone,1,83,0.4367004930973053,2,fly plane
4239,additional,belt,pilot spaceship,pilot spaceship,1,84,0.2975758910179138,2,pilot spaceship
4268,additional,belt,pilot jet,pilot jet,1,84,0.3041110932826996,2,pilot spaceship
4041,additional,belt,pilot drone,pilot drone,1,84,0.3100233078002929,2,pilot spaceship
4250,additional,belt,pilot hot air balloon,pilot hot air balloon,1,84,0.3105497062206268,4,pilot spaceship
4244,additional,belt,pilot submarine,pilot submarine,1,84,0.3370334506034851,2,pilot spaceship
315,additional,belt,balloon,balloon,1,84,0.457420677,1,pilot spaceship
2922,additional,belt,drive,drive,1,85,0.187291071,1,drive
6724,additional,belt,drive it,drive,1,85,0.187291071,1,drive
3664,additional,belt,drive car,drive car,1,85,0.2529166936874389,2,drive
3299,additional,belt,drive train,drive train,1,85,0.3059250712394714,2,drive
3678,additional,belt,drive motorcycle,drive motorcycle,1,85,0.3606178760528564,2,drive
252,additional,belt,Model railway track,model railway track,1,86,0.2688693404197693,3,model railway track
260,additional,belt,Toy car track,toy car track,1,86,0.2839576005935669,3,model railway track
275,additional,belt,Roller coaster track,roller coaster track,1,86,0.2935248613357544,3,model railway track
3690,additional,belt,ride horse,ride horse,1,87,0.2859723567962646,2,ride horse
357,human,belt,use to fasten a riding saddle,riding saddle,4,87,0.3159300684928894,2,ride horse
2923,additional,belt,ride,ride,1,87,0.3311379253864288,1,ride horse
290,additional,belt,Rocking horse bridle,rocking horse bridle,1,87,0.369041771,3,ride horse
197,additional,belt,Stethoscope tubing,stethoscope tubing,1,88,0.3011507987976074,2,stethoscope tubing
310,additional,belt,Aquarium filter tube,aquarium filter tube,1,88,0.3353410065174103,3,stethoscope tubing
318,additional,belt,catheter,catheter,1,88,0.3386857211589813,1,stethoscope tubing
232,additional,belt,Submarine towline,submarine towline,1,89,0.3626351952552795,2,submarine towline
221,additional,belt,Submarine periscope,submarine periscope,1,89,0.3728033900260925,2,submarine towline
2915,additional,belt,scuba diving mask,scuba diving mask,2,89,0.382670522,3,submarine towline
283,additional,belt,Lifeguard rescue buoy line,lifeguard rescue buoy line,1,89,0.396505207,4,submarine towline
3303,additional,belt,breathe underwater,breathe underwater,1,89,0.4047969579696655,2,submarine towline
3675,additional,belt,run marathon,run marathon,1,90,0.1919489204883575,2,run marathon
4280,additional,belt,win marathon,win marathon,1,90,0.1919489204883575,2,run marathon
3272,additional,belt,swim,swim,1,91,0.1513328701257705,1,swim
6721,additional,belt,swim in it,swim,1,91,0.1513328701257705,1,swim
4236,additional,belt,swim in ocean,swim ocean,1,91,0.3026657104492187,2,swim
3332,additional,belt,surf web,surf web,1,92,0.2197208553552627,2,surf web
4031,additional,belt,surf internet,surf internet,1,92,0.263485312,2,surf web
3320,additional,belt,spin web,spin web,1,92,0.3495387434959411,2,surf web
4043,additional,belt,sail around world,sail around world,1,93,0.3375539481639862,3,sail around world
4042,additional,belt,travel around world,travel around world,1,93,0.3376392722129822,3,sail around world
4266,additional,belt,navigate ship,navigate ship,1,93,0.4048146903514862,2,sail around world
4282,additional,belt,teleport to another location,teleport another location,1,93,0.4339270889759063,3,sail around world
6728,additional,belt,use it as satellite,use satellite,1,94,0.2312928885221481,2,use satellite
6755,additional,belt,track satellites,track satellites,1,94,0.2312928885221481,2,use satellite
6735,additional,belt,scan barcodes,scan barcodes,1,95,0.257124662,2,scan barcodes
6754,additional,belt,scan for radio signals,scan radio signals,1,95,0.257124662,3,scan barcodes
3307,additional,belt,weave fabric,weave fabric,1,96,0.3802747726440429,2,weave fabric
4275,additional,belt,make quilt,make quilt,1,96,0.4226575493812561,2,weave fabric
4038,additional,belt,knit scarf,knit scarf,1,96,0.4374573230743408,2,weave fabric
3687,additional,belt,mow lawn,mow lawn,1,96,0.4578904509544372,2,weave fabric
3692,additional,belt,organize picnic,organize picnic,1,96,0.4619627892971039,2,weave fabric
216,additional,belt,Sailboat rigging,sailboat rigging,1,97,0.195507213,2,sailboat rigging
312,additional,belt,Toy sailboat rigging,toy sailboat rigging,1,97,0.195507213,3,sailboat rigging
4024,additional,belt,row boat,row boat,1,98,0.3005604147911072,2,row boat
282,additional,belt,Kayak paddle,kayak paddle,1,98,0.3062483370304107,2,row boat
271,additional,belt,Rowboat oar,rowboat oar,1,98,0.3067597150802612,2,row boat
270,additional,belt,Canoe paddle,canoe paddle,1,98,0.3152246475219726,2,row boat
5205,additional,belt,cleaning cloth,cleaning cloth,2,99,0.2488050758838653,2,cleaning cloth
1890,human,belt,cleaning rag,cleaning rag,2,99,0.2520700097084045,2,cleaning cloth
5211,additional,belt,scrubbing cloth,scrubbing cloth,2,99,0.2838139235973358,2,cleaning cloth
5207,additional,belt,cleaning towel,cleaning towel,2,99,0.3178082704544067,2,cleaning cloth
5208,additional,belt,dust cloth,dust cloth,2,99,0.318276435,2,cleaning cloth
5212,additional,belt,kitchen rag,kitchen rag,2,99,0.3500562012195587,2,cleaning cloth
5206,additional,belt,cleaning wipe,cleaning wipe,2,99,0.35017553,2,cleaning cloth
5210,additional,belt,polishing cloth,polishing cloth,2,99,0.3832810521125793,2,cleaning cloth
5209,additional,belt,dishcloth,dishcloth,2,99,0.3834491074085235,1,cleaning cloth
5204,additional,belt,rag,rag,2,99,0.411894828,1,cleaning cloth
1947,human,belt,to tie a cloth over a bucket,cloth bucket,5,99,0.4190838634967804,2,cleaning cloth
258,additional,belt,Rubber band,rubber band,1,100,0.3082600831985473,2,rubber band
239,additional,belt,Elastic band for a slingshot,elastic band slingshot,1,100,0.3766098022460937,3,rubber band
1207,human,belt,to use a headband,headband,5,100,0.3774862289428711,1,rubber band
503,human,belt,band to hold something together other than pants. e.g. rolled up towel,band hold together otherwise pants example example rolled towel,5,100,0.3818471431732178,9,rubber band
214,human,belt,to use a headband,hair band,4,100,0.382234126,2,rubber band
1354,human,belt,elastic,elastic,1,100,0.4043753147125244,1,rubber band
2624,additional,belt,rubber duck,rubber duck,1,100,0.45653221,2,rubber band
230,additional,belt,Tightrope for circus acts,tightrope circus acts,1,101,0.2381441593170166,3,tightrope circus acts
188,additional,belt,Tightrope for ants,tightrope ants,1,101,0.2381441742181778,2,tightrope circus acts
224,additional,belt,Snake charmer's snake,snake charmer snake,1,102,0.3076909184455871,3,snake charmer snake
243,additional,belt,Snake skin,snake skin,1,102,0.3409589231014251,2,snake charmer snake
2107,human,belt,blow a whistle hoping the belt will come up like an Indian cobra and start dancing,blow whistle heaps belt indian cobra comes starts dancing,1,102,0.36193794,9,snake charmer snake
2883,additional,belt,chewing gum,chewing gum,1,103,0.2070149630308151,2,chewing gum
2884,additional,belt,bubble gum,bubble gum,1,103,0.2070149630308151,2,chewing gum
306,additional,belt,Toy drumstick,toy drumstick,1,104,0.3240367472171783,2,toy drumstick
1880,human,belt,sex toy,sex toy,5,104,0.3664309084415436,2,toy drumstick
1111,human,belt,as a mobile above a baby bed with those toys through the holes,mobile baby bed holes toys,4,104,0.3807224631309509,5,toy drumstick
245,additional,belt,Pacifier clip,pacifier clip,1,104,0.417047769,2,toy drumstick
3280,additional,belt,drums,drums,1,104,0.4255219995975494,1,toy drumstick
329,additional,belt,chair,chair,1,105,0.2641054093837738,1,chair
1697,human,belt,to use a lot of straps to make a leather chair,straps leather chair,2,105,0.2955472767353058,3,chair
438,human,belt,you can tie people to a chair with it,people stuck chair,5,105,0.3123825490474701,3,chair
237,additional,belt,Golf club grip,golf club grip,1,106,0.2830351293087005,3,golf club grip
273,additional,belt,Golf ball retriever,golf ball retriever,1,106,0.2830351293087005,3,golf club grip
217,human,belt,a thing made of a slat,thing slat,2,107,0.3813082277774811,2,thing slat
202,additional,belt,Slinky replacement,slinky replacement,1,107,0.3969574272632599,2,thing slat
201,additional,belt,Steering wheel cover,steering wheel cover,1,107,0.4051607549190521,3,thing slat
247,additional,belt,Cat scratching post cover,cat scratching post cover,1,107,0.4149654507637024,4,thing slat
3288,additional,belt,operate heavy machinery,operate heavy machinery,1,108,0.2412930727005005,3,operate heavy machinery
4025,additional,belt,operate crane,operate crane,1,108,0.2412930727005005,2,operate heavy machinery
3992,additional,belt,do push-ups,push ups,1,109,0.3848919570446014,2,push ups
975,human,belt,tug of war,tug war,5,109,0.4030416309833526,2,push ups
1359,human,belt,to use clothespins,pinchers,1,109,0.4324347078800201,1,push ups
872,human,belt,as support for weightlifting,support weight lifting,4,109,0.4329867362976074,3,push ups
2131,human,belt,to use as an aid for extra strength,tool extra strength,3,109,0.4417045414447784,3,push ups
984,human,belt,to use a lasso,lasso,3,109,0.4428498148918152,1,push ups
2909,additional,belt,sculpt,sculpt,1,110,0.3363897204399109,1,sculpt
4277,additional,belt,carve statue,carve statue,1,110,0.3489426970481872,2,sculpt
216,human,belt,a skirting board,plinth,4,110,0.3753028512001037,1,sculpt
3697,additional,belt,do carpentry,carpentry,1,110,0.3931372761726379,1,sculpt
1358,human,belt,to use clamps,clamps,4,111,0.3885741829872131,1,clamps
1889,human,belt,wall bracket,wall bracket,1,111,0.403067946,2,clamps
1357,human,belt,to use knots,buttons,3,111,0.4067545533180237,1,clamps
1113,human,belt,door open holder,door open holder,4,111,0.4079002141952514,3,clamps
2888,additional,belt,hinge,hinge,2,111,0.4093416035175323,1,clamps
1886,human,belt,suspenders,braces,4,111,0.4245579242706299,1,clamps
1003,human,belt,tie together and barricade a door,tie together door barricading,4,111,0.4374923706054687,4,clamps
2110,human,belt,sexily pull it through your buttocks,sexy buttocks,5,111,0.4740968644618988,2,clamps
311,additional,belt,Broom handle,broom handle,1,112,0.314072698,2,broom handle
664,human,belt,to make a bag handle,bags handle,5,112,0.3198569118976593,2,broom handle
277,additional,belt,Milk jug handle,milk jug handle,1,112,0.343432218,3,broom handle
268,additional,belt,Sledgehammer handle,sledgehammer handle,1,112,0.3481092751026153,2,broom handle
293,additional,belt,Crutch handle,crutch handle,1,112,0.3547020256519317,2,broom handle
246,additional,belt,Makeup brush handle,makeup brush handle,1,112,0.3552879095077514,3,broom handle
294,additional,belt,Rolling pin handle,rolling pin handle,1,113,0.2701262235641479,3,rolling pin handle
331,additional,belt,rolling pin,rolling pin,1,113,0.2994308769702911,2,rolling pin handle
228,additional,belt,Scroll roller,scroll roller,1,113,0.31001386,2,rolling pin handle
257,additional,belt,Scroll handle,scroll handle,1,113,0.3273264765739441,2,rolling pin handle
3296,additional,belt,forge metal,forge metal,1,114,0.2661903500556946,2,forge metal
3342,additional,belt,forge sword,forge sword,1,114,0.3257965445518493,2,forge metal
4270,additional,belt,weld metal,weld metal,1,114,0.3452787399291992,2,forge metal
3327,additional,belt,melt steel,melt steel,1,114,0.3679161071777344,2,forge metal
268,human,belt,as weapon,weapon,5,115,0.307476282,1,weapon
325,additional,belt,knife,knife,1,115,0.3275730907917022,1,weapon
502,human,belt,murder weapon,murder weapon,5,115,0.3786655068397522,2,weapon
2628,additional,belt,keychain,keychain,1,115,0.3789980113506317,1,weapon
1887,human,belt,phone case,phone case,1,115,0.4408600032329559,2,weapon
2603,additional,belt,mug,mug,1,116,0.3180206418037414,1,mug
2614,additional,belt,bottle,bottle,1,116,0.3385173082351684,1,mug
2627,additional,belt,flask,flask,1,116,0.3450084924697876,1,mug
2602,additional,belt,cup,cup,1,116,0.3567707538604736,1,mug
324,additional,belt,spoon,spoon,1,117,0.3741810023784637,1,spoon
326,additional,belt,pan,pan,1,117,0.3768984675407409,1,spoon
2132,human,belt,as a thing between you and a hot pan,thing hot pan,5,117,0.4124318957328796,3,spoon
213,human,belt,whip,whip,5,117,0.4136803448200226,1,spoon
323,additional,belt,fork,fork,1,117,0.4167131781578064,1,spoon
1365,human,belt,spring,feather,1,117,0.4361422657966614,1,spoon
2916,additional,belt,magnet,magnet,1,117,0.4435384273529053,1,spoon
755,human,belt,to put on,nan,5,117,0.4467338323593139,1,spoon
319,additional,belt,Bunsen burner,bunsen burner,1,117,0.4563321471214294,2,spoon
