target object,alternate use,utility_r1,utility_r2,mean_utility
brick,paper flat,5,3.0,4.0
brick,place paper so it does not blow away,5,5.0,5.0
brick,smooth out paper,3,3.0,3.0
brick,dancing,3,4.0,3.5
brick,put decoration house,3,3.0,3.0
brick,take cover,3,3.0,3.0
brick,keep lids closed,5,4.0,4.5
brick,smash door,5,4.0,4.5
brick,door retainer,5,5.0,5.0
brick,door seal holder,5,5.0,5.0
brick,door holder door remains in place,5,5.0,5.0
brick,roof tile,3,3.0,3.0
brick,close up,5,5.0,5.0
brick,close dike,5,4.0,4.5
brick,dikes,5,4.0,4.5
brick,letting things sink stuck to them,5,3.0,4.0
brick,things break,5,3.0,4.0
brick,measure things,5,4.0,4.5
brick,smash things down,5,4.0,4.5
brick,grind things,5,4.0,4.5
brick,hold things,5,4.0,4.5
brick,close animals,4,4.0,4.0
brick,shed builder,5,5.0,5.0
brick,gutter,3,3.0,3.0
brick,make crunchy granola,5,4.0,4.5
brick,set up pan,5,5.0,5.0
brick,football goal posts,4,4.0,4.0
brick,surround ovens,3,4.0,3.5
brick,top shelf,4,3.0,3.5
brick,warming jug,2,3.0,2.5
brick,padding,5,2.0,3.5
brick,step up,5,5.0,5.0
brick,pile up increase,5,5.0,5.0
brick,roof rack,5,3.0,4.0
brick,build all kinds of buildings,5,5.0,5.0
brick,break mosaic,4,4.0,4.0
brick,breadboard,4,3.0,3.5
brick,throw bridge,5,3.0,4.0
brick,try bridge,4,5.0,4.5
brick,van stairs,3,4.0,3.5
brick,neighborhood,5,5.0,5.0
brick,caravan,1,1.0,1.0
brick,construct,4,4.0,4.0
brick,construction trades,5,5.0,5.0
brick,destroy things,5,4.0,4.5
brick,sanding surface,4,4.0,4.0
brick,scouring pad,1,4.0,2.5
brick,draw sidewalk chalk,5,4.0,4.5
brick,drawing stones,5,4.0,4.5
brick,draw another stone,5,4.0,4.5
brick,counterbalance,5,5.0,5.0
brick,counterweight door,5,5.0,5.0
brick,kick against,5,3.0,4.0
brick,hitting together music,5,4.0,4.5
brick,against kicking,5,5.0,5.0
brick,tile garden,5,5.0,5.0
brick,thong,2,2.0,2.0
brick,bag want to practice walking far,5,4.0,4.5
brick,tooth breaker,5,4.0,4.5
brick,tablecloth in place,5,4.0,4.5
brick,place tablecloth so that it does not shift,5,4.0,4.5
brick,table raiser,4,4.0,4.0
brick,table hitting music,5,3.0,4.0
brick,place underneath table it if it is crooked,4,4.0,4.0
brick,signs street,5,4.0,4.5
brick,telephone,1,1.0,1.0
brick,put phone against it,3,4.0,3.5
brick,television breaker,5,4.0,4.5
brick,cordon off garden,5,4.0,4.5
brick,delineate garden,5,4.0,4.5
brick,garden covering,5,5.0,5.0
brick,build fence around garden,5,4.0,4.5
brick,garden dwarf,3,2.0,2.5
brick,cover garden,5,5.0,5.0
brick,draw pen,5,3.0,4.0
brick,dodgeball,3,2.0,2.5
brick,table coaster,5,4.0,4.5
brick,steps,4,5.0,4.5
brick,workout gym weight,5,4.0,4.5
brick,training type of weight,5,4.0,4.5
brick,hanging string ornament,5,3.0,4.0
brick,rope,5,3.0,4.0
brick,towers,4,4.0,4.0
brick,test object heavy construction materials,4,3.0,3.5
brick,throw back river,5,3.0,4.0
brick,tent pegs,3,3.0,3.0
brick,step increase,4,5.0,4.5
brick,balance table higher,5,4.0,4.5
brick,throw to pieces,4,3.0,3.5
brick,impact ball,3,2.0,2.5
brick,sports activities,5,4.0,4.5
brick,sports weights,5,4.0,4.5
brick,games like jenga,4,4.0,4.0
brick,toy animals,3,2.0,2.5
brick,toy children,4,3.0,3.5
brick,play tower children,5,4.0,4.5
brick,kind of flower pot edge plant,4,4.0,4.0
brick,things melt,2,3.0,2.5
brick,sports club houses,5,4.0,4.5
brick,demolition machine,3,4.0,3.5
brick,laying keys,5,4.0,4.5
brick,break through weaker wall,5,4.0,4.5
brick,hitting things,5,3.0,4.0
brick,ornament of it,2,2.0,2.0
brick,serving board,3,3.0,3.0
brick,sculpture means,2,3.0,2.5
brick,scuba diving sinks better,4,4.0,4.0
brick,sanding stone,4,4.0,4.0
brick,grinding artwork,4,4.0,4.0
brick,sandpaper backer,5,4.0,4.5
brick,sports weightlifting,5,4.0,4.5
brick,sports equipment,5,3.0,4.0
brick,sidewalk drawing,3,4.0,3.5
brick,chair of it,3,4.0,3.5
brick,means of support,4,4.0,4.0
brick,support under stove pot broken,4,4.0,4.0
brick,stamp painting,3,3.0,3.0
brick,stab,2,2.0,2.0
brick,skipping stones,2,3.0,2.5
brick,stone doll,4,3.0,3.5
brick,sports lifts,5,4.0,4.5
brick,stone oven,5,4.0,4.5
brick,stomp,5,3.0,4.0
brick,build stables,5,4.0,4.5
brick,stables,5,4.0,4.5
brick,staring contest,1,1.0,1.0
brick,stand longer,5,4.0,4.5
brick,standing somewhere,5,4.0,4.5
brick,standing balance keeping yoga,5,4.0,4.5
brick,put stuff,5,4.0,4.5
brick,statue chipped,5,3.0,4.0
brick,brick kitchen top,3,4.0,3.5
brick,crush things,5,4.0,4.5
brick,discus throw,2,2.0,2.0
brick,cat,1,1.0,1.0
brick,chase cat away,4,4.0,4.0
brick,shack,2,5.0,3.5
brick,cellar,1,4.0,2.5
brick,ricochet ball,2,2.0,2.0
brick,pebble,4,3.0,3.5
brick,chicken coop,2,3.0,2.5
brick,wash clothes,1,4.0,2.5
brick,chop small pieces,5,3.0,4.0
brick,clamp door,5,5.0,5.0
brick,color writing,3,3.0,3.0
brick,color coding,4,2.0,3.0
brick,food coloring powder,4,3.0,3.5
brick,do odd jobs,5,4.0,4.5
brick,pinch,5,2.0,3.5
brick,stuffed animal,2,1.0,1.5
brick,craft object,3,3.0,3.0
brick,practice karate kicks,5,4.0,4.5
brick,practice karate,5,4.0,4.5
brick,cart,2,2.0,2.0
brick,dressing table,3,4.0,3.5
brick,tie someone foot sheet drown,5,3.0,4.0
brick,burglary agent,4,4.0,4.0
brick,breaking into car,4,4.0,4.0
brick,breaking into building,4,4.0,4.0
brick,source of inspiration fashion,2,3.0,2.5
brick,intimidate,4,3.0,3.5
brick,jenga,4,4.0,4.0
brick,bocce things,2,4.0,3.0
brick,baking pan,2,2.0,2.0
brick,itch itch,4,4.0,4.0
brick,hurt yourself,5,3.0,4.0
brick,save yourself,2,3.0,2.5
brick,stove,3,4.0,3.5
brick,channel,3,4.0,3.5
brick,play kapla,4,3.0,3.5
brick,smash film slow motion,4,3.0,3.5
brick,smash it lol,4,3.0,3.5
brick,breaks pieces you can draw chalk on sidewalk,4,4.0,4.0
brick,scratch yourself,4,4.0,4.0
brick,grind coffee,4,4.0,4.0
brick,bulletproof vest,1,2.0,1.5
brick,shot throwing,2,4.0,3.0
brick,carve nice figure,3,3.0,3.0
brick,glue,3,3.0,3.0
brick,lick,5,3.0,4.0
brick,loofah uneven surfaces,4,4.0,4.0
brick,loose,3,3.0,3.0
brick,counter,3,4.0,3.5
brick,from demarcation,4,4.0,4.0
brick,demarcation of garden,4,4.0,4.0
brick,lego brick,3,3.0,3.0
brick,breaking down,4,4.0,4.0
brick,other break,4,4.0,4.0
brick,anchor boat,3,4.0,3.5
brick,apartment,5,5.0,5.0
brick,aqueduct roman style,3,5.0,4.0
brick,ashtray,3,3.0,3.0
brick,car,1,1.0,1.0
brick,keep car tires up,3,5.0,4.0
brick,bin,3,4.0,3.5
brick,putting it down neatly nothing irresponsible,4,3.0,3.5
brick,icepack,2,2.0,2.0
brick,place so it does not fly away,5,5.0,5.0
brick,leave textbook open so it does not blow shut,5,5.0,5.0
brick,bowl hollowed out,4,3.0,3.5
brick,cooker,3,2.0,2.5
brick,short ski,2,3.0,2.5
brick,apply cold cooling against skin,4,3.0,3.5
brick,scratching post,3,4.0,3.5
brick,perform strength exercises,5,4.0,4.5
brick,chalk canvas,4,4.0,4.0
brick,chalk sidewalk,4,4.0,4.0
brick,laying desk type,5,4.0,4.5
brick,crush herbs,5,4.0,4.5
brick,art pieces,3,3.0,3.0
brick,art material,3,3.0,3.0
brick,art object museum,3,3.0,3.0
brick,work of art stone,3,3.0,3.0
brick,put on lamp,5,4.0,4.5
brick,lamp holder,5,4.0,4.5
brick,put on laptop,5,4.0,4.5
brick,dropping loud sound,5,4.0,4.5
brick,build stool,5,5.0,5.0
brick,pulverize things,5,4.0,4.5
brick,cabin,5,5.0,5.0
brick,rabbit house,5,5.0,5.0
brick,bicycle bag so that strong winds do not blow away,5,4.0,4.5
brick,fine,4,4.0,4.0
brick,fort,3,4.0,3.5
brick,place photos so that they are flat again,5,4.0,4.5
brick,photo frame,3,3.0,3.0
brick,block hallway space,5,3.0,4.0
brick,close hole in wall,5,3.0,4.0
brick,closed hole in wall,5,3.0,4.0
brick,hole pond,5,3.0,4.0
brick,secret room building basement,5,5.0,5.0
brick,improvised dam,5,4.0,4.5
brick,tools taken out,4,3.0,3.5
brick,violent object,5,3.0,4.0
brick,press weight,5,4.0,4.5
brick,put weight somewhere,5,4.0,4.5
brick,put down weight so it does not blow away,5,4.0,4.5
brick,hold weight,5,4.0,4.5
brick,make fantasy phone calls,5,3.0,4.0
brick,just hands,5,3.0,4.0
brick,puree food,4,4.0,4.0
brick,eat dinner,3,3.0,3.0
brick,dice smaller cubes of it,4,3.0,3.5
brick,goalposts,3,4.0,3.5
brick,death weapon,5,3.0,4.0
brick,break in half,4,4.0,4.0
brick,resale means,2,3.0,2.5
brick,carrying material,3,3.0,3.0
brick,dragon,1,1.0,1.0
brick,carrier,5,2.0,3.5
brick,weight flat,5,4.0,4.5
brick,thin bag,1,1.0,1.0
brick,stack together,5,4.0,4.5
brick,jump off,5,5.0,5.0
brick,place it somewhere so it does not roll away,5,5.0,5.0
brick,place it somewhere so it will not blow away,5,5.0,5.0
brick,lie on it,5,5.0,5.0
brick,paint on it,5,4.0,4.5
brick,erotic activities,2,2.0,2.0
brick,talk to it,5,3.0,4.0
brick,fry egg hot enough,5,3.0,4.0
brick,weight training muscles,5,4.0,4.5
brick,weight bag training,5,4.0,4.5
brick,pin weight down,5,4.0,4.5
brick,heavy handed fishing,4,4.0,4.0
brick,armor,2,1.0,1.5
brick,very thick sandpaper,4,4.0,4.0
brick,build fence,3,4.0,3.5
brick,very large staircase,4,4.0,4.0
brick,holding helium balloon,5,5.0,5.0
brick,horseshoe catcher,4,3.0,3.5
brick,angle degrees,5,4.0,4.5
brick,hard material,5,4.0,4.5
brick,be higher,5,4.0,4.5
brick,rest your head,4,4.0,4.0
brick,put head,5,4.0,4.5
brick,headrest,4,4.0,4.0
brick,throw as high as possible,5,3.0,4.0
brick,food drink holder,4,3.0,3.5
brick,holder so that bath towel does not fly away from beach,5,5.0,5.0
brick,skin,1,1.0,1.0
brick,build house or something,5,5.0,5.0
brick,dog toy,3,3.0,3.0
brick,tool does not touch ground,5,4.0,4.5
brick,beach towel so it does not blow away,5,5.0,5.0
brick,grit,3,3.0,3.0
brick,weight distribution seesaw,5,4.0,4.5
brick,weight workout,5,4.0,4.5
brick,weight so it does not blow away,5,4.0,4.5
brick,weight lifter,5,4.0,4.5
brick,weights muscles,5,4.0,4.5
brick,face sign,4,3.0,3.5
brick,draws face,4,3.0,3.5
brick,guitar holder,4,3.0,3.5
brick,hammer hitting,5,4.0,4.5
brick,smashing glass,5,4.0,4.5
brick,throw get rid of aggression,5,4.0,4.5
brick,throw so far,5,4.0,4.5
brick,jokes,4,3.0,3.5
brick,draw line,4,4.0,4.0
brick,boundary line,4,4.0,4.0
brick,grasp,5,4.0,4.5
brick,throwing ground,5,4.0,4.5
brick,shifting ground,4,4.0,4.0
brick,goal football,3,4.0,3.5
brick,crack open nut,5,4.0,4.5
brick,crack open nuts,5,4.0,4.5
brick,uncomfortable hat,2,1.0,1.5
brick,toy pet,3,3.0,3.0
brick,toys children,3,3.0,3.0
brick,play dolls,3,3.0,3.0
brick,games,3,3.0,3.0
brick,playing games where feet are not allowed to touch ground,3,3.0,3.0
brick,make up games,3,3.0,3.0
brick,muscles,5,4.0,4.5
brick,train muscles,5,4.0,4.5
brick,splint,3,4.0,3.5
brick,nail into wall,4,4.0,4.0
brick,split,4,2.0,3.0
brick,sports brick throwing,5,3.0,4.0
brick,jump,5,2.0,3.5
brick,standing lamp,2,2.0,2.0
brick,building city,2,4.0,3.0
brick,town hall,3,4.0,3.5
brick,standard,5,5.0,5.0
brick,standard camera,3,4.0,3.5
brick,hammering nails,4,4.0,4.0
brick,building statue,3,4.0,3.5
brick,snowball fight holding bricks,5,2.0,3.5
brick,keystone,5,5.0,5.0
brick,throwing windows,5,5.0,5.0
brick,tapping windows,5,5.0,5.0
brick,afel,4,3.0,3.5
brick,skate,2,2.0,2.0
brick,painter,3,3.0,3.0
brick,shoes wider,3,2.0,2.5
brick,shoe soles,2,2.0,2.0
brick,school building,3,5.0,4.0
brick,melt drink,2,1.0,1.5
brick,throwing shoulder against misfortune,5,1.0,3.0
brick,writing tiles,4,3.0,3.5
brick,ornamental wall,4,5.0,4.5
brick,ornamental object,3,3.0,3.0
brick,shuffleboard,3,3.0,3.0
brick,melee weapon,5,4.0,4.5
brick,sleep,5,1.0,3.0
brick,wear out,4,3.0,3.5
brick,flip flops,4,2.0,3.0
brick,writing surface,4,3.0,3.5
brick,place stack of papers so they don blow away,5,5.0,5.0
brick,stack up higher,5,5.0,5.0
brick,stacking stone,5,5.0,5.0
brick,pieces form mosaic,3,3.0,3.0
brick,pieces break grit,4,3.0,3.5
brick,surprise st nicolas,5,3.0,4.0
brick,push off table,5,4.0,4.5
brick,table brick,4,4.0,4.0
brick,table park,4,4.0,4.0
brick,straighten table again,4,4.0,4.0
brick,table leg corrector,4,4.0,4.0
brick,chopping pieces puzzle,2,3.0,2.5
brick,table leg replaced stack,4,4.0,4.0
brick,bag heavier,5,3.0,4.0
brick,hitting together sound,4,3.0,3.5
brick,lean against,4,3.0,3.5
brick,lie against,4,3.0,3.5
brick,sanding against wall,4,3.0,3.5
brick,sit against,4,3.0,3.5
brick,leaning against,4,3.0,3.5
brick,counterweight scale,5,4.0,4.5
brick,table elevation,4,4.0,4.0
brick,stumbling block,4,4.0,4.0
brick,strengthen structures,3,4.0,3.5
brick,iron heated,2,3.0,2.5
brick,tripod camera,3,4.0,3.5
brick,straighten stone under wheel of car,4,5.0,4.5
brick,build brick oven,4,4.0,4.0
brick,stone oven pizza oven or stone oven,4,4.0,4.0
brick,stilt,3,4.0,3.5
brick,stronger,5,4.0,4.5
brick,bookcase support,4,4.0,4.0
brick,support under table not straight,4,4.0,4.0
brick,chair brick,4,4.0,4.0
brick,chair leg folding leg raise,4,4.0,4.0
brick,sidewalks,4,5.0,4.5
brick,sidewalk chalk artwork,4,4.0,4.0
brick,reconstruct stonehenge,3,2.0,2.5
brick,describe street,4,4.0,4.0
brick,lay down street,4,5.0,4.5
brick,street furniture,4,5.0,4.5
brick,street part,4,5.0,4.5
brick,paving stone,5,5.0,5.0
brick,invest streets,4,5.0,4.5
brick,smash window steal,5,5.0,5.0
brick,medium of exchange,5,3.0,4.0
brick,back scratcher,4,3.0,3.5
brick,room divider,4,5.0,4.5
brick,put object head so that walk straight,4,3.0,3.5
brick,place object elevation,4,4.0,4.0
brick,obstacle during fitness training,3,4.0,3.5
brick,cordon off environment,5,4.0,4.5
brick,place crooked table under leg,4,4.0,4.0
brick,under table example,4,4.0,4.0
brick,under table elevation,4,3.0,3.5
brick,bind under feet,3,3.0,3.0
brick,license plate,3,1.0,2.0
brick,binding sole under feet,3,3.0,3.0
brick,shelter from rain,2,4.0,3.0
brick,surface,3,4.0,3.5
brick,pavement chalk surface,5,4.0,4.5
brick,grind surface,4,4.0,4.0
brick,surface ensures that objects do not have to lie on ground,4,4.0,4.0
brick,writing underlay,4,4.0,4.0
brick,support barbecue,4,4.0,4.0
brick,support objects,4,4.0,4.0
brick,place under wobbly table,4,4.0,4.0
brick,nut cracking,5,4.0,4.5
brick,new shape sm brick buoys,2,3.0,2.5
brick,new houses,5,5.0,5.0
brick,multiple pieces dividing game,3,3.0,3.0
brick,measuring tape,4,4.0,4.0
brick,imitate people,2,2.0,2.0
brick,whack,5,4.0,4.5
brick,masonry,4,5.0,4.5
brick,masonry tools,4,5.0,4.5
brick,mason,4,5.0,4.5
brick,minipillar,4,4.0,4.0
brick,fashion item,4,2.0,3.0
brick,modern art part,3,3.0,3.0
brick,monuments,3,5.0,4.0
brick,build nice fire pit,3,5.0,4.0
brick,destroy walls,4,4.0,4.0
brick,incorporate wall,4,5.0,4.5
brick,wall part,4,5.0,4.5
brick,laying brick wall,4,5.0,4.5
brick,nail scissors,1,1.0,1.0
brick,lay down decoration,4,3.0,3.5
brick,new vehicle for skiing,2,1.0,1.5
brick,support crooked piece of furniture,4,4.0,4.0
brick,prevent,4,3.0,3.5
brick,coaster cups,5,4.0,4.5
brick,coaster pan,5,4.0,4.5
brick,alternate gavel,4,4.0,4.0
brick,slices,1,3.0,2.0
brick,plank,4,3.0,3.5
brick,plateau,4,3.0,3.5
brick,platform heels,4,3.0,3.5
brick,stage elevation,5,4.0,4.5
brick,polishing,3,3.0,3.0
brick,gate building play train,4,5.0,4.5
brick,pyramid,4,5.0,4.5
brick,talking stick,2,2.0,2.0
brick,pencil sharpener,2,2.0,2.0
brick,puzzle,2,3.0,2.5
brick,window breaking emergency,5,5.0,5.0
brick,windows broken,5,5.0,5.0
brick,draw straight lines,4,4.0,4.0
brick,test straightness,4,4.0,4.0
brick,relic,5,3.0,4.0
brick,stir,3,3.0,3.0
brick,throw trash,5,2.0,3.5
brick,pain,5,4.0,4.5
brick,arrow,2,2.0,2.0
brick,percussion,3,3.0,3.0
brick,coaster forks,5,4.0,4.5
brick,disposable barbecue coaster,4,4.0,4.0
brick,fireplace student room,4,5.0,4.5
brick,step kitchen,5,4.0,4.5
brick,heat up,4,3.0,3.5
brick,setup,5,3.0,4.0
brick,cupboard from it,4,3.0,3.5
brick,attachment,4,3.0,3.5
brick,old house,3,5.0,4.0
brick,throw up middle game,4,3.0,3.5
brick,throw up game,4,3.0,3.5
brick,post football,5,4.0,4.5
brick,paths roads,4,5.0,4.5
brick,palace,3,5.0,4.0
brick,paper,1,2.0,1.5
brick,place paper so it doesn blow away,5,5.0,5.0
brick,paper does not blow away,5,5.0,5.0
brick,tighten paper,5,5.0,5.0
brick,hold paper,5,5.0,5.0
brick,coaster spoons,5,4.0,4.5
brick,drawing pad,4,3.0,3.5
brick,draw scratches,4,3.0,3.5
brick,drawing rock,4,3.0,3.5
brick,heavy object,5,5.0,5.0
brick,heavier,3,4.0,3.5
brick,gravity testing,4,4.0,4.0
brick,pool toy,5,3.0,4.0
brick,stacking stairs,5,4.0,4.5
brick,pile up on it,5,5.0,5.0
brick,stacking bookcase,5,4.0,4.5
brick,tidy,5,4.0,4.5
brick,flatten heavy object,4,4.0,4.0
brick,increase does not occur anywhere,5,4.0,4.5
brick,open crack,5,4.0,4.5
brick,keep open,4,5.0,4.5
brick,break up fire,2,3.0,2.5
brick,store,5,3.0,4.0
brick,pest control,4,3.0,3.5
brick,coaster hot objects,4,5.0,4.5
brick,coaster hot pan,4,5.0,4.5
brick,coaster outside for example you are eating,4,5.0,4.5
brick,raising is at angle,5,4.0,4.5
brick,heavy object break,4,4.0,4.0
brick,ensure heavier so that sinking,4,3.0,3.5
brick,make sure sail doesn blow away,5,5.0,5.0
brick,weighing object,5,3.0,4.0
brick,road tiling,4,5.0,4.5
brick,road surface,4,5.0,4.5
brick,road material,5,5.0,5.0
brick,wishing well,3,4.0,3.5
brick,wine cellar,3,4.0,3.5
brick,wine opener,2,4.0,3.0
brick,make your workout harder,5,4.0,4.5
brick,yoga block,4,4.0,4.0
brick,sandbox,3,4.0,3.5
brick,tighten sail,5,4.0,4.5
brick,look for same type of brick,5,3.0,4.0
brick,hospital,2,4.0,3.0
brick,zinc weight,5,4.0,4.5
brick,building sinking raft,3,1.0,2.0
brick,so that paper doesn fly away,5,5.0,5.0
brick,make sure newspapers don blow away,5,5.0,5.0
brick,worries don blow away,5,5.0,5.0
brick,make sure napkins don blow away,5,5.0,5.0
brick,boil hot drinks,4,5.0,4.5
brick,influence scale,5,3.0,4.0
brick,supporter,5,4.0,4.5
brick,distinguish others,5,2.0,3.5
brick,music song brick,5,3.0,4.0
brick,approach music differently,4,3.0,3.5
brick,wall piece,5,5.0,5.0
brick,place wall around it,5,5.0,5.0
brick,museum,3,5.0,4.0
brick,keep mice at bay,5,4.0,4.5
brick,murder object,5,4.0,4.5
brick,murders,5,4.0,4.5
brick,juxtaposed vertically demarcation,3,4.0,3.5
brick,miniature,3,3.0,3.0
brick,mini maze rodent,4,4.0,4.0
brick,close anthill,4,4.0,4.0
brick,knife broken shard,3,3.0,3.0
brick,hitting people,5,3.0,4.0
brick,man annoyed do not play big,5,3.0,4.0
brick,play mega jenga,5,4.0,4.5
brick,measuring rod,3,4.0,3.5
brick,measuring distance,3,4.0,3.5
brick,mini castle,3,3.0,3.0
brick,nail file,4,4.0,4.0
brick,throw down,5,4.0,4.5
brick,put down pee,4,3.0,3.5
brick,underlay,4,4.0,4.0
brick,underground garden,5,4.0,4.5
brick,secure underneath,5,4.0,4.5
brick,under table leg is crooked,5,4.0,4.5
brick,place support under table leg,5,4.0,4.5
brick,wrap it in nice paper,5,3.0,4.0
brick,melt down other,3,2.0,2.5
brick,melt down,3,2.0,2.5
brick,outline,5,4.0,4.5
brick,vegetable garden fence,5,4.0,4.5
brick,campfire fence,5,4.0,4.5
brick,embrace,5,3.0,4.0
brick,sacrifice to god,3,4.0,3.5
brick,building training materials for schools,5,5.0,5.0
brick,break nuts,5,4.0,4.5
brick,cracking nuts,5,4.0,4.5
brick,open note,5,4.0,4.5
brick,ignore,4,3.0,3.5
brick,put down water so as not to get wet,5,4.0,4.5
brick,support object,5,4.0,4.5
brick,multiple brick table shapes,4,4.0,4.0
brick,weighing instrument,1,3.0,2.0
brick,cleaning toilet,2,1.0,1.5
brick,renovation,5,5.0,5.0
brick,crush foundation,3,3.0,3.0
brick,heated stove,3,3.0,3.0
brick,increase desk,4,4.0,4.0
brick,increase somewhere,4,4.0,4.0
brick,increase under shoes,4,4.0,4.0
brick,booster seat,4,4.0,4.0
brick,reduce grit,3,3.0,3.0
brick,glue down,2,3.0,2.5
brick,sell supreme sale,5,4.0,4.5
brick,crumbled brick for decoration,5,3.0,4.0
brick,crumble decoration,5,3.0,4.0
brick,ground dust,3,3.0,3.0
brick,crushed sand,3,3.0,3.0
brick,different ways of laying bricks,4,5.0,4.5
brick,decorate glitter,3,3.0,3.0
brick,merge,2,2.0,2.0
brick,strengthen,4,4.0,4.0
brick,sell garden shop,5,4.0,4.5
brick,hammer it down,3,4.0,3.5
brick,clamp firmly,5,4.0,4.5
brick,solid cementing,3,5.0,4.0
brick,drawing painting,3,3.0,3.0
brick,carve drawing on it,3,3.0,3.0
brick,texts,2,3.0,2.5
brick,playing tennis,1,1.0,1.0
brick,marking territory,5,4.0,4.5
brick,keyboard,5,2.0,3.5
brick,build towers,4,5.0,4.5
brick,place sandwich iron to keep sandwich flat during baking,4,4.0,4.0
brick,stack stairs,4,5.0,4.5
brick,trophy,5,3.0,4.0
brick,raise garden furniture,4,4.0,4.0
brick,garden wall,4,5.0,4.5
brick,peat,4,3.0,3.5
brick,construction in general,4,5.0,4.5
brick,build construction in general,3,5.0,4.0
brick,hollow out shoes,2,2.0,2.0
brick,hollows out pen tray,3,2.0,2.5
brick,carving useful items such as bird feeders,2,3.0,2.5
brick,pigsty,3,4.0,3.5
brick,hiding place rodent,4,3.0,3.5
brick,contest to throw furthest,5,3.0,4.0
brick,painting art piece,3,4.0,3.5
brick,nurse,1,1.0,1.0
brick,play volleyball,2,2.0,2.0
brick,sparks hitting together,1,3.0,2.0
brick,smashing objects into windows,5,4.0,4.5
brick,paint object,3,3.0,3.0
brick,object holding vehicle against sloping slope,4,3.0,3.5
brick,grind objects finely,5,3.0,4.0
brick,destroy objects,4,4.0,4.0
brick,forms,3,3.0,3.0
brick,imitate birds,4,3.0,3.5
brick,building shapes,3,3.0,3.0
brick,keep fire within circle,4,4.0,4.0
brick,fire basket,5,4.0,4.5
brick,fire bowl,4,4.0,4.0
brick,kindle fire,1,4.0,2.5
brick,bake warm,2,3.0,2.5
brick,warming agent,2,3.0,2.5
brick,warming stone,2,3.0,2.5
brick,lay water,5,2.0,3.5
brick,chop shapes,3,3.0,3.0
brick,pedestal lamp,4,4.0,4.0
brick,pedestal,3,4.0,3.5
brick,foot stool while playing guitar classical position,4,4.0,4.0
brick,weigh down,4,4.0,4.0
brick,weigh objects down,4,4.0,4.0
brick,aggravation,4,4.0,4.0
brick,weighted parasol example,4,4.0,4.0
brick,weighted parasol,4,4.0,4.0
brick,weighted planter high shelf,4,4.0,4.0
brick,weighting woman standing on scales when thinking about losing weight,5,4.0,4.5
brick,weighing scale when showing wrong number,5,4.0,4.5
brick,weight loss son thinks losing weight,5,4.0,4.5
brick,viaduct,3,4.0,3.5
brick,filing,2,3.0,2.5
brick,build pond,3,4.0,3.5
brick,building airplanes,1,2.0,1.5
brick,laying floor in garden,4,4.0,4.0
brick,raise floor,4,4.0,4.0
brick,foot support plays guitar,4,4.0,4.0
brick,football goal,5,4.0,4.5
brick,football goal marking,5,4.0,4.5
brick,feet uncultivated,3,2.0,2.5
brick,heating element,3,3.0,3.0
brick,carry training weight,5,4.0,4.5
brick,material art,3,3.0,3.0
brick,marking,5,4.0,4.5
brick,balance weight,5,4.0,4.5
