target object,alternate use,utility_r1,utility_r2,mean_utility,gpt4o_control,gpt4o_semantic,gpt4o_episodic
paperclip,springboard,1,2.0,1.5,NA,NA,NA
paperclip,tripod,3,4.0,3.5,NA,NA,NA
paperclip,tripod cards,5,4.0,4.5,NA,NA,NA
paperclip,play distraction,5,3.0,4.0,NA,NA,NA
paperclip,tripod paper doll,5,4.0,4.5,NA,NA,NA
paperclip,steal,3,3.0,3.0,NA,NA,NA
paperclip,support animal trap,3,4.0,3.5,NA,NA,NA
paperclip,fabric hold together,5,5.0,5.0,NA,NA,NA
paperclip,cake prick look done,5,5.0,5.0,NA,NA,NA
paperclip,table scratch,5,4.0,4.5,NA,NA,NA
paperclip,bags,3,5.0,4.0,NA,NA,NA
paperclip,stinging agent,3,4.0,3.5,NA,NA,NA
paperclip,pins,4,4.0,4.0,NA,NA,NA
paperclip,saving hobby,5,3.0,4.0,NA,NA,NA
paperclip,eating spaghetti,2,2.0,2.0,NA,NA,NA
paperclip,open sim card compartment iphone,5,5.0,5.0,NA,NA,NA
paperclip,scarf closed holder haha,5,5.0,5.0,NA,NA,NA
paperclip,strings of children parties,4,4.0,4.0,NA,NA,NA
paperclip,grinding tattoo,4,3.0,3.5,NA,NA,NA
paperclip,unlock locks,4,4.0,4.0,NA,NA,NA
paperclip,lockbreaker,4,4.0,4.0,NA,NA,NA
paperclip,lock opener doors,4,4.0,4.0,NA,NA,NA
paperclip,closure,5,5.0,5.0,NA,NA,NA
paperclip,clasp chains,5,4.0,4.5,NA,NA,NA
paperclip,lead electricity,4,4.0,4.0,NA,NA,NA
paperclip,hold wires together,5,5.0,5.0,NA,NA,NA
paperclip,socks together,5,4.0,4.5,NA,NA,NA
paperclip,resetting some devices requires very thin object,5,5.0,5.0,NA,NA,NA
paperclip,kind of button clothing,4,5.0,4.5,NA,NA,NA
paperclip,kind of cotton swab,3,4.0,3.5,NA,NA,NA
paperclip,sim card open your iphone,5,5.0,5.0,NA,NA,NA
paperclip,paper clip collector,5,4.0,4.5,NA,NA,NA
paperclip,paperclip castle,3,2.0,2.5,NA,NA,NA
paperclip,paper clip together between nails clean,5,4.0,4.5,NA,NA,NA
paperclip,magnet compass,5,4.0,4.5,NA,NA,NA
paperclip,hang up magnet,4,4.0,4.0,NA,NA,NA
paperclip,magnet holder,4,4.0,4.0,NA,NA,NA
paperclip,magnetize,4,4.0,4.0,NA,NA,NA
paperclip,cufflink,4,4.0,4.0,NA,NA,NA
paperclip,material art,3,3.0,3.0,NA,NA,NA
paperclip,pry loose small hole,4,4.0,4.0,NA,NA,NA
paperclip,multiple chain can be fastened together,4,4.0,4.0,NA,NA,NA
paperclip,several chains of it,4,4.0,4.0,NA,NA,NA
paperclip,measure,3,3.0,3.0,NA,NA,NA
paperclip,mikado,4,4.0,4.0,NA,NA,NA
paperclip,mind map,1,1.0,1.0,NA,NA,NA
paperclip,mini suspension,3,4.0,3.5,NA,NA,NA
paperclip,tiny sieve,1,2.0,1.5,NA,NA,NA
paperclip,attach several pieces of paper together,5,5.0,5.0,NA,NA,NA
paperclip,free candle wax wick,5,4.0,4.5,NA,NA,NA
paperclip,zipper tab,5,5.0,5.0,NA,NA,NA
paperclip,bend nice shapes,4,4.0,4.0,NA,NA,NA
paperclip,get little things out from under something,4,4.0,4.0,NA,NA,NA
paperclip,tie clothes together,4,5.0,4.5,NA,NA,NA
paperclip,wind up clock,5,4.0,4.5,NA,NA,NA
paperclip,haircut,4,4.0,4.0,NA,NA,NA
paperclip,button clothes,4,5.0,4.5,NA,NA,NA
paperclip,scratch cards scratcher,5,4.0,4.5,NA,NA,NA
paperclip,scratch stone writing message,4,4.0,4.0,NA,NA,NA
paperclip,scratch table,4,4.0,4.0,NA,NA,NA
paperclip,art project,3,3.0,3.0,NA,NA,NA
paperclip,work of art very large,3,3.0,3.0,NA,NA,NA
paperclip,long wire,4,4.0,4.0,NA,NA,NA
paperclip,lasso,2,2.0,2.0,NA,NA,NA
paperclip,scare,3,3.0,3.0,NA,NA,NA
paperclip,leak stick,5,5.0,5.0,NA,NA,NA
paperclip,length measure,3,3.0,3.0,NA,NA,NA
paperclip,open mobile battery,5,5.0,5.0,NA,NA,NA
paperclip,mobile push sim want,5,5.0,5.0,NA,NA,NA
paperclip,possibly attach face,3,2.0,2.5,NA,NA,NA
paperclip,possible pack hand,3,2.0,2.5,NA,NA,NA
paperclip,bend rod,4,5.0,4.5,NA,NA,NA
paperclip,melt down iron,3,4.0,3.5,NA,NA,NA
paperclip,fold over ring,4,4.0,4.0,NA,NA,NA
paperclip,electrify,4,4.0,4.0,NA,NA,NA
paperclip,unblocker,1,3.0,2.0,NA,NA,NA
paperclip,eye pricking,4,4.0,4.0,NA,NA,NA
paperclip,hang in ear,4,4.0,4.0,NA,NA,NA
paperclip,ear scraper,3,4.0,3.5,NA,NA,NA
paperclip,put in earring,4,4.0,4.0,NA,NA,NA
paperclip,ear cleaning end,5,4.0,4.5,NA,NA,NA
paperclip,open sd port,5,5.0,5.0,NA,NA,NA
paperclip,pick up,3,3.0,3.0,NA,NA,NA
paperclip,organize papers,5,5.0,5.0,NA,NA,NA
paperclip,taste over it,1,2.0,1.5,NA,NA,NA
paperclip,pot holder,1,2.0,1.5,NA,NA,NA
paperclip,bend round and secure together,4,4.0,4.0,NA,NA,NA
paperclip,small ruler drawing straight line,4,4.0,4.0,NA,NA,NA
paperclip,bend skewer,4,5.0,4.5,NA,NA,NA
paperclip,bend pin to press sim iphone,5,5.0,5.0,NA,NA,NA
paperclip,you have iron deficiency,1,1.0,1.0,NA,NA,NA
paperclip,push back cuticles,5,5.0,5.0,NA,NA,NA
paperclip,remove dirt from nails,5,4.0,4.5,NA,NA,NA
paperclip,copy,3,3.0,3.0,NA,NA,NA
paperclip,cut umbilical cord,1,2.0,1.5,NA,NA,NA
paperclip,do not lose it,3,3.0,3.0,NA,NA,NA
paperclip,nosering,4,4.0,4.0,NA,NA,NA
paperclip,put up notes,4,5.0,4.5,NA,NA,NA
paperclip,object clamping another object,4,5.0,4.5,NA,NA,NA
paperclip,object hiding haystack,4,4.0,4.0,NA,NA,NA
paperclip,turn around and pick something,4,4.0,4.0,NA,NA,NA
paperclip,bend poke holes,4,5.0,4.5,NA,NA,NA
paperclip,bend iron wire together,4,5.0,4.5,NA,NA,NA
paperclip,bend needle,4,4.0,4.0,NA,NA,NA
paperclip,bend staple,4,4.0,4.0,NA,NA,NA
paperclip,bend dolls,4,4.0,4.0,NA,NA,NA
paperclip,fence top,3,4.0,3.5,NA,NA,NA
paperclip,press small button,4,4.0,4.0,NA,NA,NA
paperclip,transform figure,4,4.0,4.0,NA,NA,NA
paperclip,washing line,3,3.0,3.0,NA,NA,NA
paperclip,bag closed,5,4.0,4.5,NA,NA,NA
paperclip,clamp bags closed,5,4.0,4.5,NA,NA,NA
paperclip,self electrocution tool socket,4,4.0,4.0,NA,NA,NA
paperclip,transform,4,4.0,4.0,NA,NA,NA
paperclip,bend fishing hook,4,4.0,4.0,NA,NA,NA
paperclip,bend doll,4,3.0,3.5,NA,NA,NA
paperclip,bend mini seesaw,3,3.0,3.0,NA,NA,NA
paperclip,oh safety pin,4,4.0,4.0,NA,NA,NA
paperclip,sewing tools,4,4.0,4.0,NA,NA,NA
paperclip,open mobile,5,5.0,5.0,NA,NA,NA
paperclip,mini swing,2,2.0,2.0,NA,NA,NA
paperclip,metal,3,4.0,3.5,NA,NA,NA
paperclip,several paper clips extend together attach,4,4.0,4.0,NA,NA,NA
paperclip,marking page book,5,4.0,4.5,NA,NA,NA
paperclip,folders paper clips,5,5.0,5.0,NA,NA,NA
paperclip,cuff button,4,4.0,4.0,NA,NA,NA
paperclip,mali nkold of it,4,3.0,3.5,NA,NA,NA
paperclip,pull magnet,4,4.0,4.0,NA,NA,NA
paperclip,pull loose hooks,4,3.0,3.5,NA,NA,NA
paperclip,runner,4,4.0,4.0,NA,NA,NA
paperclip,dirty rooter,4,4.0,4.0,NA,NA,NA
paperclip,lock picker,4,4.0,4.0,NA,NA,NA
paperclip,dirt from under nails,5,4.0,4.5,NA,NA,NA
paperclip,objects bind together,4,4.0,4.0,NA,NA,NA
paperclip,connect firmly,4,4.0,4.0,NA,NA,NA
paperclip,attach name shirt,4,4.0,4.0,NA,NA,NA
paperclip,attach paper clip,5,4.0,4.5,NA,NA,NA
paperclip,attach paper objects such as planter,5,4.0,4.5,NA,NA,NA
paperclip,locking mechanism,4,4.0,4.0,NA,NA,NA
paperclip,safety game,4,4.0,4.0,NA,NA,NA
paperclip,connecting piece,4,4.0,4.0,NA,NA,NA
paperclip,bend things up,4,4.0,4.0,NA,NA,NA
paperclip,heat,4,3.0,3.5,NA,NA,NA
paperclip,booster seat wobbles,2,2.0,2.0,NA,NA,NA
paperclip,extension,4,4.0,4.0,NA,NA,NA
paperclip,replacement needle,4,4.0,4.0,NA,NA,NA
paperclip,replacement cotton swab,3,3.0,3.0,NA,NA,NA
paperclip,malleable iron wire,4,4.0,4.0,NA,NA,NA
paperclip,deform,4,4.0,4.0,NA,NA,NA
paperclip,deform bracelet,4,4.0,4.0,NA,NA,NA
paperclip,deform earring,4,4.0,4.0,NA,NA,NA
paperclip,deform ring,4,4.0,4.0,NA,NA,NA
paperclip,pick dirty things from your nose,3,3.0,3.0,NA,NA,NA
paperclip,dirt dust small holes,5,4.0,4.5,NA,NA,NA
paperclip,get vodafone chip mobile,5,5.0,5.0,NA,NA,NA
paperclip,connect objects together,4,4.0,4.0,NA,NA,NA
paperclip,lip hanging,5,3.0,4.0,NA,NA,NA
paperclip,drop,3,3.0,3.0,NA,NA,NA
paperclip,hang up lantern,4,4.0,4.0,NA,NA,NA
paperclip,cut to pieces,4,4.0,4.0,NA,NA,NA
paperclip,cable tie,5,4.0,4.5,NA,NA,NA
paperclip,cheese stick,4,4.0,4.0,NA,NA,NA
paperclip,jacket closed,4,5.0,4.5,NA,NA,NA
paperclip,press open iphone sim card,5,4.0,4.5,NA,NA,NA
paperclip,open iphone sim card holder,5,4.0,4.5,NA,NA,NA
paperclip,replace iphone sim card,5,4.0,4.5,NA,NA,NA
paperclip,open iphone and insert sim card,5,4.0,4.5,NA,NA,NA
paperclip,iphone open,5,4.0,4.5,NA,NA,NA
paperclip,packing up,3,3.0,3.0,NA,NA,NA
paperclip,hook up,4,4.0,4.0,NA,NA,NA
paperclip,burglary agent,4,4.0,4.0,NA,NA,NA
paperclip,pierce wire,4,5.0,4.5,NA,NA,NA
paperclip,iron wire lock open,4,4.0,4.0,NA,NA,NA
paperclip,iron wire somewhere,4,4.0,4.0,NA,NA,NA
paperclip,iron wire things hang,4,4.0,4.0,NA,NA,NA
paperclip,keeps hole closed,3,3.0,3.0,NA,NA,NA
paperclip,change watch straps,4,4.0,4.0,NA,NA,NA
paperclip,loosen watch straps,4,4.0,4.0,NA,NA,NA
paperclip,pull iron wire completely apart,3,3.0,3.0,NA,NA,NA
paperclip,transform into nice shapes,4,4.0,4.0,NA,NA,NA
paperclip,remove broken point of iphone memory card,5,5.0,5.0,NA,NA,NA
paperclip,broken sharp edge can lots scratch,4,4.0,4.0,NA,NA,NA
paperclip,leave broken zipper button in place,5,5.0,5.0,NA,NA,NA
paperclip,coat rack,2,2.0,2.0,NA,NA,NA
paperclip,art of it,3,3.0,3.0,NA,NA,NA
paperclip,scratch surface,4,4.0,4.0,NA,NA,NA
paperclip,scraper dirty corner clean,4,4.0,4.0,NA,NA,NA
paperclip,link,5,4.0,4.5,NA,NA,NA
paperclip,cord,3,3.0,3.0,NA,NA,NA
paperclip,build compass,2,3.0,2.5,NA,NA,NA
paperclip,keep button pressed,4,4.0,4.0,NA,NA,NA
paperclip,climbing frame,2,1.0,1.5,NA,NA,NA
paperclip,colour,3,3.0,3.0,NA,NA,NA
paperclip,small area clean,4,4.0,4.0,NA,NA,NA
paperclip,expand drawing template,4,4.0,4.0,NA,NA,NA
paperclip,prying small things loose,4,4.0,4.0,NA,NA,NA
paperclip,make small hole,4,4.0,4.0,NA,NA,NA
paperclip,taking clothes,4,5.0,4.5,NA,NA,NA
paperclip,clothes hanger shirt pants link together,4,4.0,4.0,NA,NA,NA
paperclip,clothes keep neckline together,4,5.0,4.5,NA,NA,NA
paperclip,chain pendant,4,4.0,4.0,NA,NA,NA
paperclip,stringing chain,4,4.0,4.0,NA,NA,NA
paperclip,chain several paperclips together,4,4.0,4.0,NA,NA,NA
paperclip,chain connect together,4,4.0,4.0,NA,NA,NA
paperclip,decorate christmas tree,5,4.0,4.5,NA,NA,NA
paperclip,christmas balls hanging on christmas tree,5,5.0,5.0,NA,NA,NA
paperclip,getting small things loose,4,4.0,4.0,NA,NA,NA
paperclip,bend hair elastic band,2,2.0,2.0,NA,NA,NA
paperclip,open iphone sim card compartment,5,4.0,4.5,NA,NA,NA
paperclip,remove between teeth,4,4.0,4.0,NA,NA,NA
paperclip,paperclips surface stick to certain shape,4,4.0,4.0,NA,NA,NA
paperclip,paper binder,5,5.0,5.0,NA,NA,NA
paperclip,paper clipping apart,5,5.0,5.0,NA,NA,NA
paperclip,crochet paper,5,5.0,5.0,NA,NA,NA
paperclip,paper clippings,5,5.0,5.0,NA,NA,NA
paperclip,organize paper,5,5.0,5.0,NA,NA,NA
paperclip,holding paper together,5,5.0,5.0,NA,NA,NA
paperclip,papers holding together,5,5.0,5.0,NA,NA,NA
paperclip,paper plane,4,4.0,4.0,NA,NA,NA
paperclip,piece of paper,5,5.0,5.0,NA,NA,NA
paperclip,clipping papers,5,5.0,5.0,NA,NA,NA
paperclip,dolls iron wire paper clip,4,3.0,3.5,NA,NA,NA
paperclip,hang poster on hook,4,4.0,4.0,NA,NA,NA
paperclip,connecting products,4,5.0,4.5,NA,NA,NA
paperclip,sample magnet,4,4.0,4.0,NA,NA,NA
paperclip,sticking out pimples,4,3.0,3.5,NA,NA,NA
paperclip,pointed object example reset button,5,5.0,5.0,NA,NA,NA
paperclip,puzzle,2,2.0,2.0,NA,NA,NA
paperclip,edge of paperclips mirror,4,3.0,3.5,NA,NA,NA
paperclip,press reset buttons,5,5.0,5.0,NA,NA,NA
paperclip,reset,5,5.0,5.0,NA,NA,NA
paperclip,paperclips together garland,4,4.0,4.0,NA,NA,NA
paperclip,keep strap together,3,4.0,3.5,NA,NA,NA
paperclip,paperclips box musical instrument,5,4.0,4.5,NA,NA,NA
paperclip,paperclip bag,3,2.0,2.5,NA,NA,NA
paperclip,bend things bind together,4,4.0,4.0,NA,NA,NA
paperclip,eye stabbing,4,3.0,3.5,NA,NA,NA
paperclip,ear itching,3,3.0,3.0,NA,NA,NA
paperclip,ear bar,3,3.0,3.0,NA,NA,NA
paperclip,earring of it,4,4.0,4.0,NA,NA,NA
paperclip,earring pendant,4,4.0,4.0,NA,NA,NA
paperclip,remove earwax from ear,3,3.0,3.0,NA,NA,NA
paperclip,ear strap to prevent knots,4,3.0,3.5,NA,NA,NA
paperclip,bend open,4,4.0,4.0,NA,NA,NA
paperclip,open holder,1,2.0,1.5,NA,NA,NA
paperclip,hanging rack of it,4,4.0,4.0,NA,NA,NA
paperclip,roll up,4,4.0,4.0,NA,NA,NA
paperclip,organize paper clips,5,5.0,5.0,NA,NA,NA
paperclip,paperclip bracelet,4,4.0,4.0,NA,NA,NA
paperclip,paperclip hair,4,4.0,4.0,NA,NA,NA
paperclip,paperclip boot,1,2.0,1.5,NA,NA,NA
paperclip,paperclip earring,4,4.0,4.0,NA,NA,NA
paperclip,paperclip open ends of it sim card compartment phone,5,5.0,5.0,NA,NA,NA
paperclip,paperclip wallet,3,2.0,2.5,NA,NA,NA
paperclip,paperclip straight so that things are stuck,4,4.0,4.0,NA,NA,NA
paperclip,paperclip shirt,3,2.0,2.5,NA,NA,NA
paperclip,paperclips,5,5.0,5.0,NA,NA,NA
paperclip,zipper thingy,5,5.0,5.0,NA,NA,NA
paperclip,open reset holes and push modems,5,5.0,5.0,NA,NA,NA
paperclip,zipper holder,5,5.0,5.0,NA,NA,NA
paperclip,spring,3,3.0,3.0,NA,NA,NA
paperclip,depicting steel letters,4,3.0,3.5,NA,NA,NA
paperclip,tying steel wire,4,4.0,4.0,NA,NA,NA
paperclip,stack of papers,5,5.0,5.0,NA,NA,NA
paperclip,get dust somewhere,5,5.0,5.0,NA,NA,NA
paperclip,substances hold together,4,5.0,4.5,NA,NA,NA
paperclip,connect power,4,4.0,4.0,NA,NA,NA
paperclip,close sugar pack,5,4.0,4.5,NA,NA,NA
paperclip,keep shirt sleeves rolled up,5,4.0,4.5,NA,NA,NA
paperclip,repair bag,3,3.0,3.0,NA,NA,NA
paperclip,fasten bag,4,4.0,4.0,NA,NA,NA
paperclip,phone stick holder,3,4.0,3.5,NA,NA,NA
paperclip,remove phone sim card,5,5.0,5.0,NA,NA,NA
paperclip,nipple clamp,5,4.0,4.5,NA,NA,NA
paperclip,rope paper clips,4,3.0,3.5,NA,NA,NA
paperclip,rope ceiling hooks,4,3.0,3.5,NA,NA,NA
paperclip,connecting ropes together paper clip bending,3,3.0,3.0,NA,NA,NA
paperclip,it look open between doors,4,4.0,4.0,NA,NA,NA
paperclip,keep zipper up,5,5.0,5.0,NA,NA,NA
paperclip,between small cracks,5,5.0,5.0,NA,NA,NA
paperclip,between adhesive tape so that beginning does not get lost,5,4.0,4.5,NA,NA,NA
paperclip,get nail wall,3,3.0,3.0,NA,NA,NA
paperclip,kind of tie wrap,5,4.0,4.5,NA,NA,NA
paperclip,keep work organized while learning,5,5.0,5.0,NA,NA,NA
paperclip,snack stick,4,4.0,4.0,NA,NA,NA
paperclip,shooting between paperclip,4,3.0,3.5,NA,NA,NA
paperclip,kind of painting,3,3.0,3.0,NA,NA,NA
paperclip,fasten zipper,5,5.0,5.0,NA,NA,NA
paperclip,painting sell art,3,3.0,3.0,NA,NA,NA
paperclip,writing medium,2,2.0,2.0,NA,NA,NA
paperclip,sharp point brick sculpting,3,4.0,3.5,NA,NA,NA
paperclip,open sim dock iphone,5,5.0,5.0,NA,NA,NA
paperclip,remove sim card from iphone,5,5.0,5.0,NA,NA,NA
paperclip,remove sim card from phone,5,5.0,5.0,NA,NA,NA
paperclip,get mobile sim card,5,5.0,5.0,NA,NA,NA
paperclip,press sim card on phone,5,5.0,5.0,NA,NA,NA
paperclip,cigarette holder hand fasten,3,3.0,3.0,NA,NA,NA
paperclip,key ring round,4,4.0,4.0,NA,NA,NA
paperclip,sim card tool,5,5.0,5.0,NA,NA,NA
paperclip,replace chain lock,5,4.0,4.5,NA,NA,NA
paperclip,trying to open locks,4,4.0,4.0,NA,NA,NA
paperclip,fasten sling,5,3.0,4.0,NA,NA,NA
paperclip,force lock open,4,4.0,4.0,NA,NA,NA
paperclip,sharpening needle,4,4.0,4.0,NA,NA,NA
paperclip,key opener,4,4.0,4.0,NA,NA,NA
paperclip,key holder,5,4.0,4.5,NA,NA,NA
paperclip,zipper closure,4,5.0,4.5,NA,NA,NA
paperclip,garment closure,4,5.0,4.5,NA,NA,NA
stick,lean,4,4.0,4.0,NA,NA,NA
stick,scraper,4,5.0,4.5,NA,NA,NA
stick,give length,4,4.0,4.0,NA,NA,NA
stick,lacquer,3,3.0,3.0,NA,NA,NA
stick,artwork,3,3.0,3.0,NA,NA,NA
stick,art,3,3.0,3.0,NA,NA,NA
stick,limbo,4,4.0,4.0,NA,NA,NA
stick,clothing rack,4,4.0,4.0,NA,NA,NA
stick,knapsack,4,5.0,4.5,NA,NA,NA
stick,clamp,3,4.0,3.5,NA,NA,NA
stick,put chicken,4,3.0,3.5,NA,NA,NA
stick,necklace holder,4,4.0,4.0,NA,NA,NA
stick,get closet,4,4.0,4.0,NA,NA,NA
stick,build canoe,3,3.0,3.0,NA,NA,NA
stick,coat rack,3,4.0,3.5,NA,NA,NA
stick,smash,4,4.0,4.0,NA,NA,NA
stick,scratch your back itch,4,5.0,4.5,NA,NA,NA
stick,limbo dancing,4,4.0,4.0,NA,NA,NA
stick,chase mouse away from under couch,4,4.0,4.0,NA,NA,NA
stick,limbo stick,4,4.0,4.0,NA,NA,NA
stick,dig up,5,5.0,5.0,NA,NA,NA
stick,soak rolled up toilet paper towels in paper mache and allow to dry,2,2.0,2.0,NA,NA,NA
stick,landing kingfisher,3,3.0,3.0,NA,NA,NA
stick,support plants growing,4,5.0,4.5,NA,NA,NA
stick,support plants,4,5.0,4.5,NA,NA,NA
stick,walking support,4,5.0,4.5,NA,NA,NA
stick,support walking,4,5.0,4.5,NA,NA,NA
stick,support,4,5.0,4.5,NA,NA,NA
stick,hold up,4,4.0,4.0,NA,NA,NA
stick,nordic walking stick,4,5.0,4.5,NA,NA,NA
stick,make music,4,4.0,4.0,NA,NA,NA
stick,keep hood open,4,5.0,4.5,NA,NA,NA
stick,murder weapon,4,4.0,4.0,NA,NA,NA
stick,building furniture,3,3.0,3.0,NA,NA,NA
stick,instrument of torture,4,4.0,4.0,NA,NA,NA
stick,puppet,3,3.0,3.0,NA,NA,NA
stick,walk,4,5.0,4.5,NA,NA,NA
stick,limbo cord,4,4.0,4.0,NA,NA,NA
stick,build hut,3,4.0,3.5,NA,NA,NA
stick,grill spit,5,5.0,5.0,NA,NA,NA
stick,sharpening holding figure,3,3.0,3.0,NA,NA,NA
stick,curtain rod,4,4.0,4.0,NA,NA,NA
stick,curtains rod,4,4.0,4.0,NA,NA,NA
stick,throwing dog,5,5.0,5.0,NA,NA,NA
stick,throw,5,5.0,5.0,NA,NA,NA
stick,strike gong,4,5.0,4.5,NA,NA,NA
stick,health tree reading,3,4.0,3.5,NA,NA,NA
stick,sound,5,4.0,4.5,NA,NA,NA
stick,poke hole,5,4.0,4.5,NA,NA,NA
stick,frisbee,2,2.0,2.0,NA,NA,NA
stick,lay figure,4,4.0,4.0,NA,NA,NA
stick,canal vaulting,3,5.0,4.0,NA,NA,NA
stick,torch,4,4.0,4.0,NA,NA,NA
stick,eat,4,4.0,4.0,NA,NA,NA
stick,chopsticks,5,4.0,4.5,NA,NA,NA
stick,play drums,4,5.0,4.5,NA,NA,NA
stick,pull up,4,5.0,4.5,NA,NA,NA
stick,open box,4,4.0,4.0,NA,NA,NA
stick,grab when water is lying around example,4,4.0,4.0,NA,NA,NA
stick,walking aid,4,5.0,4.5,NA,NA,NA
stick,ground sticking place indicate,5,5.0,5.0,NA,NA,NA
stick,needlework braiding,3,4.0,3.5,NA,NA,NA
stick,give information,5,5.0,5.0,NA,NA,NA
stick,high jump,3,5.0,4.0,NA,NA,NA
stick,get high,4,5.0,4.5,NA,NA,NA
stick,baseball bat,5,4.0,4.5,NA,NA,NA
stick,dog toy,5,5.0,5.0,NA,NA,NA
stick,dog toys,5,5.0,5.0,NA,NA,NA
stick,entertain dogs,5,5.0,5.0,NA,NA,NA
stick,hitting dog,5,5.0,5.0,NA,NA,NA
stick,hockey stick,4,4.0,4.0,NA,NA,NA
stick,play hockey,4,4.0,4.0,NA,NA,NA
stick,fishing rod,4,4.0,4.0,NA,NA,NA
stick,play witch,5,5.0,5.0,NA,NA,NA
stick,fences football goal,5,5.0,5.0,NA,NA,NA
stick,lever,5,5.0,5.0,NA,NA,NA
stick,jump around,5,5.0,5.0,NA,NA,NA
stick,very games imagination fetch dogs magic wand fairy,5,5.0,5.0,NA,NA,NA
stick,imitate he man,4,3.0,3.5,NA,NA,NA
stick,drawing ground,4,5.0,4.5,NA,NA,NA
stick,pole,4,5.0,4.5,NA,NA,NA
stick,tent iron,3,4.0,3.5,NA,NA,NA
stick,pole dancing,4,5.0,4.5,NA,NA,NA
stick,throwing javelin as far as possible,5,4.0,4.5,NA,NA,NA
stick,pin things down,4,5.0,4.5,NA,NA,NA
stick,pin down,5,5.0,5.0,NA,NA,NA
stick,catch,4,5.0,4.5,NA,NA,NA
stick,hollow out small straw,4,4.0,4.0,NA,NA,NA
stick,sit on it between posts,3,4.0,3.5,NA,NA,NA
stick,stick between someone spokes so that it falls,4,4.0,4.0,NA,NA,NA
stick,garden gate,4,4.0,4.0,NA,NA,NA
stick,pull,5,4.0,4.5,NA,NA,NA
stick,trellis,3,3.0,3.0,NA,NA,NA
stick,pulling rope,4,4.0,4.0,NA,NA,NA
stick,throw away tomato,4,4.0,4.0,NA,NA,NA
stick,tap,4,4.0,4.0,NA,NA,NA
stick,pitch tent,3,4.0,3.5,NA,NA,NA
stick,build tent,3,4.0,3.5,NA,NA,NA
stick,tent,3,4.0,3.5,NA,NA,NA
stick,drawing sand,5,5.0,5.0,NA,NA,NA
stick,extend own arm,5,4.0,4.5,NA,NA,NA
stick,draw,4,5.0,4.5,NA,NA,NA
stick,decorate,3,3.0,3.0,NA,NA,NA
stick,vibrator,2,1.0,1.5,NA,NA,NA
stick,break in half,4,5.0,4.5,NA,NA,NA
stick,sword fighting,4,4.0,4.0,NA,NA,NA
stick,sword,4,4.0,4.0,NA,NA,NA
stick,ways,5,5.0,5.0,NA,NA,NA
stick,wigwam,4,4.0,4.0,NA,NA,NA
stick,roadblock,3,3.0,3.0,NA,NA,NA
stick,loom,3,3.0,3.0,NA,NA,NA
stick,weapon,5,5.0,5.0,NA,NA,NA
stick,walking stick,4,5.0,4.5,NA,NA,NA
stick,fire,4,5.0,4.5,NA,NA,NA
stick,firework,4,5.0,4.5,NA,NA,NA
stick,turn your forehead in circles feel dizzy,4,2.0,3.0,NA,NA,NA
stick,fly swatter,2,3.0,2.5,NA,NA,NA
stick,flagpole,4,4.0,4.0,NA,NA,NA
stick,fly flag,4,4.0,4.0,NA,NA,NA
stick,catching fish,3,4.0,3.5,NA,NA,NA
stick,mortar,3,3.0,3.0,NA,NA,NA
stick,hidden under layer,3,5.0,4.0,NA,NA,NA
stick,stand on pole,4,5.0,4.5,NA,NA,NA
stick,table leg when table leg broken off,3,3.0,3.0,NA,NA,NA
stick,sushi food chopsticks,4,4.0,4.0,NA,NA,NA
stick,straighten back stick,3,3.0,3.0,NA,NA,NA
stick,stirrer,3,4.0,3.5,NA,NA,NA
stick,stirring pan,5,4.0,4.5,NA,NA,NA
stick,oar,4,3.0,3.5,NA,NA,NA
stick,rod,4,4.0,4.0,NA,NA,NA
stick,unclog drainpipe,4,4.0,4.0,NA,NA,NA
stick,breaking windows,4,4.0,4.0,NA,NA,NA
stick,keep window open,5,4.0,4.5,NA,NA,NA
stick,do not let window close,5,4.0,4.5,NA,NA,NA
stick,smash window,4,4.0,4.0,NA,NA,NA
stick,indicate point,5,5.0,5.0,NA,NA,NA
stick,pricker,5,5.0,5.0,NA,NA,NA
stick,prick ground,5,5.0,5.0,NA,NA,NA
stick,pole vaulting,4,4.0,4.0,NA,NA,NA
stick,pick up poop shoe,5,5.0,5.0,NA,NA,NA
stick,tie up plants,4,5.0,4.5,NA,NA,NA
stick,horse riding make horse go faster,4,5.0,4.5,NA,NA,NA
stick,back scratcher,4,5.0,4.5,NA,NA,NA
stick,table leg,3,3.0,3.0,NA,NA,NA
stick,constrict,5,4.0,4.5,NA,NA,NA
stick,sand,4,4.0,4.0,NA,NA,NA
stick,caning,4,5.0,4.5,NA,NA,NA
stick,sawing sticks,5,4.0,4.5,NA,NA,NA
stick,stick fight,4,3.0,3.5,NA,NA,NA
stick,chair leg,3,3.0,3.0,NA,NA,NA
stick,chair,3,3.0,3.0,NA,NA,NA
stick,stand,5,3.0,4.0,NA,NA,NA
stick,play dog,5,5.0,5.0,NA,NA,NA
stick,javelin throwing,4,4.0,4.0,NA,NA,NA
stick,javelin,4,4.0,4.0,NA,NA,NA
stick,toy dog,5,5.0,5.0,NA,NA,NA
stick,toys,4,5.0,4.5,NA,NA,NA
stick,splint,4,4.0,4.0,NA,NA,NA
stick,barrier,4,4.0,4.0,NA,NA,NA
stick,hitting stick,5,5.0,5.0,NA,NA,NA
stick,beat,5,5.0,5.0,NA,NA,NA
