research_id,response_id,respondent_id,object,original_response,cleaned_response,original_translated,translated_response,utility_rater02
CES201606,800,19,can,tussen twee buiken het blikje naar een andere kant toebrengen,tussen buiken blikje kant toebrengen,move the can to the other side between two bellies,Apply can of lace between bellies,
CES201606,1814,45,can,vaas,vaas,vase,vase,
CES201606,231,12,can,een vaasjr,vaasje,a vasejr,vase,
CES201606,386,14,can,als vaasje,vaasje,as a vase,vase,
CES201606,2153.2,51,can, een val,val,a trap,fall,
CES201606,599,17,can,vangen,vangen,catch,catch,
CES201606,608,17,can,er een ventilator van maken,ventilator,make a fan out of it,fan,
CES201606,1020,23,can,verrekijker (met lens erin),verrekijker,binoculars (with lens in it),binoculars,
CES201606,803,19,can,versieren zo mooi mogelijk,versieren mooi mogelijk,decorate as nicely as possible,decorate as nicely as possible,
CES201606,797,19,can,wie het verst kan gooien,verst gooien,who can throw the furthest,throw furthest,
CES201606,798,19,can,wie het verst kan schieten,verst schieten,who can shoot the furthest,shoot furthest,
CES201606,1492,36,can,gebruien als versteviging van muren oid,versteviging muren oid,use as reinforcement of walls or something,"reinforcement of walls, etc",
CES201606,597,17,can,het vertrappen,vertrappen,trampling,trample,
CES201606,892,20,can,verzamelen voor statiegeld ,verzamelen statiegeld,collecting for deposit,collect deposit,
CES201606,1964,47,can,viskom,viskom,fish bowl,fish bowl,
CES201606,1257,28,can,als voetbal,voetbal,as a football,football,
CES201606,1504,37,can,voetbal,voetbal,football,football,
CES201606,1711,43,can,voetbal,voetbal,football,football,
CES201606,1413,35,can,ermee voetballen,voetballen,play football with it,play football,
CES201606,1745,44,can,Voetballen,voetballen,Footballs,play football,
CES201606,2134,50,can,mee voetballen,voetballen,play football with,play football,
CES201606,791,19,can,als voorbeeld van afval,voorbeeld afval,as an example of waste,example waste,
CES201606,1019,23,can,voorraaddoos,voorraaddoos,storage box,storage box,
CES201606,1490,36,can,vullen,vullen,fill,fill,
CES201606,801.1,19,can,vullen met water,vullen water,fill with water,fill water,
CES201606,232,12,can,een wapen,wapen,a weapon,weapon,
CES201606,283,13,can,als wapen,wapen,as a weapon,weapon,
CES201606,1299,29,can,wapen,wapen,weapon,weapon,
CES201606,2018,48,can,wasbak van maken,wasbak,make a sink,sink,
CES201606,1817,45,can,wateropvanger,water opvangen,water collector,collect water,
CES201606,801.2,19,can, om water te verplaatsen,water verplaatsen,to move water,move water,
CES201606,2016,48,can,water verzamelen,water verzamelen,collect water,collect water,
CES201606,1029,22,can,waxinelichtje,waxinelichtje,tea light,tea light,
CES201606,792,19,can,om weg te gooien,weg gooien,to throw away,throw away,
CES201606,1169,26,can,weggooien,weggooien,throw away,throw away,
CES201606,2152,51,can,werpen,werpen,throw,throw,
CES201606,2153.1,51,can,wespenvangen,wespen vangen,catch wasps,catch wasps,
CES201606,894,20,can,wespen ermee vangen als je er cola in doet,wespen vangen cola doet,catch wasps with it if you put coke in it,catching wasps cola does,
CES201606,1017,23,can,zodat de deur niet dichtvalt,zodat deur niet dichtvalt,so the door doesn't slam shut,so that door does not close,
CES201606,1610,40,can,aan een zwerver geven die blikjes ophaalt,zwerver geven blikjes ophaalt,give to a homeless person who is collecting cans,vagabond giving cans collecting them,
CES201610,8906,554,towel,meer,,more,,
CES201610,8455,503,towel,AAIEN,aaien,PET,pet,
CES201610,9499,596,towel,aanrecht drogen,aanrecht drogen,dry counter,countertop dry,
CES201610,12431,770,towel,een aantal handdoeken aan elkaar gebruiken als lang touw ,aantal handdoeken elkaar lang touw,use a number of towels together as a long rope,number of towels together long rope,
CES201610,8903,554,towel,abtrocknen,abtrocknen,dry,dry,
CES201610,8616,530,towel,accesoire ,accessoire,accessory,accessory,
CES201610,11292,707,towel,als accessoire gebruiken,accessoire,use as an accessory,accessory,
CES201610,7989,479,towel,af te drogen,af drogen,to dry off,dry,
CES201610,9105,569,towel,Om je mee af te drogen,af drogen,To dry yourself off with,dry,
CES201610,9702,605,towel,af te drogen,af drogen,to dry off,dry,
CES201610,11179,695,towel,om je mee af te drogen,af drogen,to dry yourself off,dry,
CES201610,11507,710,towel,gebruiken om mee af te wassen,af wassen,use for washing dishes,wash up,
CES201610,8615.5,530,towel, afdak,afdak,shelter,shelter,
CES201610,8458,503,towel,IETS AFDEKKEN,afdekken,COVER SOMETHING,cover,
CES201610,10419,638,towel,Afdekken,afdekken,Cover,cover,
CES201610,11162,692,towel,iets afdekken,afdekken,cover something,cover,
CES201610,10482,644,towel,afdekking lichaam,afdekking lichaam,cover body,body cover,
CES201610,7908,476,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8151,491,towel,afdrogen ,afdrogen,dry off,dry,
CES201610,8215,494,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8264,497,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8282,500,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8450,503,towel,AFDROGEN,afdrogen,DRY OFF,dry,
CES201610,8345,506,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8331,509,towel,afdrongen,afdrogen,force off,dry,
CES201610,8332,509,towel,afdrogen*,afdrogen,dry off*,dry,
CES201610,8427,512,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8459,515,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8488,518,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8648,524,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8601,527,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8615.1,530,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8661,539,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8784,545,towel,afdrogen,afdrogen,dry off,dry,
CES201610,8975,560,towel,afdrogen,afdrogen,dry off,dry,
CES201610,9173,578,towel,afdrogen,afdrogen,dry off,dry,
CES201610,9235,581,towel,afdrogen,afdrogen,dry off,dry,
CES201610,9323,587,towel,afdrogen,afdrogen,dry off,dry,
CES201610,9432,593,towel,Afdrogen,afdrogen,dry off,dry,
CES201610,9655,602,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10270,620,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10373,632,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10402,638,towel,Afdrogen,afdrogen,dry off,dry,
CES201610,10503,641,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10477,644,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10553,647,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10613,653,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10689,659,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10757,662,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10889,668,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10953,674,towel,afdrogen,afdrogen,dry off,dry,
CES201610,11079,686,towel,afdrogen,afdrogen,dry off,dry,
CES201610,11158,692,towel,afdrogen,afdrogen,dry off,dry,
CES201610,11230,701,towel,afdrogen,afdrogen,dry off,dry,
CES201610,11287,707,towel,je mee afdrogen,afdrogen,dry off with,dry,
CES201610,11534,713,towel,afdrogen,afdrogen,dry off,dry,
CES201610,11932,728,towel,afdrogen,afdrogen,dry off,dry,
CES201610,11985,731,towel,afdrogen,afdrogen,dry off,dry,
CES201610,12134,743,towel,afdrogen,afdrogen,dry off,dry,
CES201610,12340,749,towel,afdrogen,afdrogen,dry off,dry,
CES201610,12304,761,towel,afdrogen,afdrogen,dry off,dry,
CES201610,12398,764,towel,afrdogen,afdrogen,dry off,dry,
CES201610,12411,767,towel,afdrogen,afdrogen,dry off,dry,
CES201610,12428,770,towel,afdrogen,afdrogen,dry off,dry,
CES201610,12457,773,towel,afdrogen,afdrogen,dry off,dry,
CES201610,12697,785,towel,afdrogen,afdrogen,dry off,dry,
CES201610,12705,785,towel,ad\fdrogen,afdrogen,dry off,dry,
CES201610,12766,788,towel,afdrogen,afdrogen,dry off,dry,
CES201610,12794,791,towel,afdrogen,afdrogen,dry off,dry,
CES201610,10909,671,towel,afdrogen borden,afdrogen borden,dry dishes,dry plates,
CES201610,10910,671,towel,afdrogen lijf,afdrogen lijf,dry body,dry body,
CES201610,12516,776,towel,afdroogdoek,afdroogdoek,drying cloth,drying cloth,
CES201610,9946,611,towel,afdruipdoek,afdruip doek,draincloth,drain cloth,
CES201610,10558,647,towel,afkoeling,afkoeling,cooling,cooling,
CES201610,12262,755,towel,afscherming,afscherming,shielding,shielding,
CES201610,9329,587,towel,afval,afval,waste,waste,
CES201610,8420,512,towel,afvegen,afvegen,wipe off,wipe off,
CES201610,8793,545,towel,om de afwas mee te doen,afwas,to do the dishes,washing up,
CES201610,11080,686,towel,afwas afdrogen,afwas afdrogen,dry dishes,dry dishes,
CES201610,8219,494,towel,afwassen,afwassen,wash dishes,wash up,
CES201610,10407,638,towel,Afwassen,afwassen,Dishwashing,wash up,
CES201610,10394,635,towel,alledagslijk,alle dagelijks,everyday,all daily,
CES201610,8996,563,towel,iemand anders afdrogen,anders afdrogen,dry someone else,other dry,
CES201610,8931,554,towel,ausruhen,ausruhen,get out,ausruhen,
CES201610,11500,710,towel,auto afdrogen,auto afdrogen,dry car,dry car,
CES201610,11497,710,towel,auto wassen,auto wassen,wash car,washing car,
CES201610,10512,641,towel,een babay in dragen,baby dragen,carry a baby,carrying baby,
CES201610,8489,518,towel,baby in winkelen,baby winkelen,baby in shopping,baby shopping,
CES201610,9310,587,towel,bad,bad,bath,bath,
CES201610,10393,635,towel,bad ,bad,bath,bath,
CES201610,11006,680,towel,bad,bad,bath,bath,
CES201610,11715,722,towel,bad,bad,bath,bath,
CES201610,8904,554,towel,baden,baden,bath,bathe,
CES201610,8423,512,towel,badkamer,badkamer,bathroom,bathroom,
CES201610,10391,635,towel,badkamer,badkamer,bathroom,bathroom,
CES201610,11713,722,towel,badkmer,badkamer,bathroom,bathroom,
CES201610,11714,722,towel,badkamer,badkamer,bathroom,bathroom,
CES201610,8347,506,towel,badmat van maken,badmat,make a bath mat,bath mat,
CES201610,9107,569,towel,Badmat,badmat,Bath mat,bath mat,
CES201610,9265,584,towel,als badmat ,badmat,as a bath mat,bath mat,
CES201610,9943,611,towel,badmat,badmat,bath mat,bath mat,
CES201610,10278,620,towel,badmat,badmat,bath mat,bath mat,
CES201610,12070,737,towel,badmat,badmat,bath mat,bath mat,
CES201610,12227,752,towel,badmode,badmode,swimwear,swimwear,
CES201610,11000,680,towel,badmuts,badmuts,swimming cap,swimming cap,
CES201610,10265,626,towel,als bandana,bandana,as a bandana,bandanna,
CES201610,10631,656,towel,bandana,bandana,bandana,bandanna,
CES201610,11127,689,towel,bandana,bandana,bandana,bandanna,
CES201610,12395,746,towel,bandana,bandana,bandana,bandanna,
CES201610,8921,554,towel,beachvolleyball,beachvolleyball,beach volleyball,beach volleyball,
CES201610,8690,536,towel,bed voor huisdieren,bed huisdieren,pet bed,bed pets,
CES201610,9942,611,towel,beddengoeddrager,beddengoed drager,bedding carrier,bedding carrier,
CES201610,9433,593,towel,Iets bedekken,bedekken,cover something,cover,
CES201610,11716,722,towel,bedekken,bedekken,cover,cover,
CES201610,12305,761,towel,bedekken,bedekken,cover,cover,
CES201610,12413,767,towel,iets bedekken,bedekken,cover something,cover,
CES201610,9863,608,towel,beeldscherm bedekken,beeldscherm bedekken,cover screen,cover screen,
CES201610,8515,521,towel,om je been wikkelen als broek,been wikkelen broek,wrap around your leg as pants,leg wrapping pants,
CES201610,9178,578,towel,bekleding,bekleding,upholstery,upholstery,
CES201610,12083,737,towel,beschermdoek,beschermdoek,protective cloth,protective cloth,
CES201610,8615.2,530,towel, bescherming,bescherming,protection,protection,
CES201610,9511,596,towel,bescherming,bescherming,protection,protection,
CES201610,11582,719,towel,bescherming van spullen,bescherming spullen,protection of things,protection stuff,
CES201610,12703,785,towel,als beschemring tegen de zon,bescherming tegen zon,as sun protection,protection from sun,
CES201610,11184,695,towel,als bescherming tegen de zon/doek op je hoofd,bescherming tegen zon doek hoofd,as sun protection/cloth on your head,protection from sun cloth head,
CES201610,8997,563,towel,bij bevallingen gebruiken,bevallingen,use during childbirth,deliveries,
CES201610,9662,602,towel,als bijzettafelkleedje gebruiken,bijzettafelkleedje,use as a side tablecloth,side tablecloth,
CES201610,12391,746,towel,blanket,blanket,blanket,blanket,
CES201610,10998,680,towel,blauw,blauw,blue,blue,
CES201610,8451,503,towel,ALS BLINDDOEK GEBRUIKEN,blinddoek,USE AS A BLINDFOLD,blindfold,
CES201610,9059,566,towel,blinddoek,blinddoek,blindfold,blindfold,
CES201610,10262,626,towel,blinddoek,blinddoek,blindfold,blindfold,
CES201610,9005,563,towel,bloeding stoppen,bloeding stoppen,stop bleeding,stop bleeding,
CES201610,12307,761,towel,boenen,boenen,scrub,scrub,
CES201610,10267,626,towel,als een boeren zakdoek om je nek,boeren zakdoek nek,as a farmer's handkerchief around your neck,farmer's handkerchief neck,
CES201610,10213,623,towel,Een boerka mee maken,boerka,Make a burqa,burqa,
CES201610,10970,677,towel,boerka,boerka,burqa,burqa,
CES201610,8223,494,towel,boodschappentas maken,boodschappentas,make a shopping bag,shopping bag,
CES201610,8790,545,towel,gebruiken als brandstof voor de openhaard,brandstof open haard,use as fuel for the fireplace,fuel fireplace,
CES201610,7914,476,towel,als brandstof gebruiken voor een vuurkorf,brandstof vuurkorf,use as fuel for a fire basket,fuel fire pit,
CES201610,8465,515,towel,iets breekbaars beschermen,breekbaars beschermen,protect something fragile,protect fragile items,
CES201610,8923,554,towel,buch,buch,book,book,
CES201610,12243,758,towel,buidel voor baby,buidel baby,pouch for baby,pouch baby,
CES201610,9174,578,towel,cadeau inpakken,cadeau inpakken,wrap a gift,wrap gift,
CES201610,12141,743,towel,om cameras mee af te dekken,camera s af dekken,to cover cameras,cover cameras,
CES201610,12154,740,towel,als canvas gebruiken,canvas,use as canvas,canvas,
CES201610,8270,497,towel,als cape,cape,as a cape,cape,
CES201610,8609,527,towel,cape van maken,cape,make a cape,cape,
CES201610,10275,620,towel,cape,cape,cape,cape,
CES201610,12521,776,towel,cape,cape,cape,cape,
CES201610,12400,764,towel,cape voor verkleedfeestje,cape verkleedfeestje,cape for fancy dress party,cape costume party,
CES201610,7994,479,towel,capuchon,capuchon,hoodie,hoodie,
CES201610,9861,608,towel,gebruiken als capuchon,capuchon,use as hoodie,hoodie,
CES201610,12393,746,towel,carpet ,carpet,carpet,carpet,
CES201610,8929,554,towel,chillen,chillen,hang out,hang out,
CES201610,9176,578,towel,in chillen,chillen,hang out,hang out,
CES201610,12408,764,towel,als coolpack gebruiken met koud water,cool pack koud water,use as cool pack with cold water,cool pack cold water,
CES201610,10697,659,towel,als dak gebruiken van een hut,dak hut,use as roof of a hut,roof hut,
CES201610,10055,614,towel,decoratie,decoratie,decoration,decoration,
CES201610,10556,647,towel,decoratie ,decoratie,decoration,decoration,
CES201610,11056,683,towel,dekbed,dekbed,duvet,duvet,
CES201610,12078,737,towel,dekbed,dekbed,duvet,duvet,
CES201610,7995,479,towel,deken,deken,blanket,blanket,
CES201610,8153,491,towel,deken ,deken,blanket,blanket,
CES201610,8336,509,towel,als deken gebruiken,deken,use as blanket,blanket,
CES201610,8492,518,towel,gebruiken als deken,deken,use as blanket,blanket,
CES201610,8521,521,towel,als deken,deken,as blanket,blanket,
CES201610,8652,524,towel,deken,deken,blanket,blanket,
